Name,Duration,Artist,Album,Gender/Type,Liked,Times played
Cântecul Bufonului,102,Dan Andrei Aldea,Caseta Folk 3,Folk-Rock,0,5
Las Vegas Turnaround (The Stewardess Song),177,Daryl Hall & John Oates,Abandoned Luncheonette,Pop,0,5
She's Gone,313,Daryl Hall & John Oates,Abandoned Luncheonette,Pop,0,5
Laughing Boy,210,Daryl Hall & John Oates,Abandoned Luncheonette,Pop,0,5
Camellia (Remastered),167,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates (Remastered),Pop,0,5
Wait for Me (Remastered),242,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates (Remastered),Pop,0,5
You Make My Dreams (Remastered),191,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates (Remastered),Pop,0,5
Out of Touch (Remastered),247,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates (Remastered),Pop,0,5
Some Things Are Better Left Unsaid (Remastered),324,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates (Remastered),Pop,0,5
So Close (Remastered),280,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates (Remastered),Pop,0,5
Just a Dream,233,Dave Alvin & Phil Alvin,Common Ground: Dave Alvin & Phil Alvin Play and Sing the Songs of Big Bill Broonzy,Rock,0,5
Cold Wind Blowin',229,David Lynch,The Big Dream,Alternative,0,5
Wishin' Well,219,David Lynch,The Big Dream,Alternative,0,5
I'm Waiting Here (Bonus Track),302,David Lynch & Lykke Li,The Big Dream,Alternative,0,5
Bloodsucker,256,Deep Purple,Deep Purple In Rock,Hard Rock,0,5
Peg,250,Deli Girls,I Don't Know How to Be Happy,Electronic,0,5
Here We Go Again,184,Deli Girls,I Don't Know How to Be Happy,Electronic,0,5
The Corner,201,Dermot Kennedy,Without Fear,Singer/Songwriter,0,5
Rome,202,Dermot Kennedy,Without Fear,Singer/Songwriter,0,5
Redemption,228,Dermot Kennedy,Without Fear,Singer/Songwriter,0,5
Fancy Man,179,Devendra Banhart,Ape in Pink Marble,Alternative,0,5
Mourner's Dance,199,Devendra Banhart,Ape in Pink Marble,Alternative,0,5
It's My House,275,Diana Ross,The Boss (Expanded Edition),R&B/Soul,0,5
XPâ‚¬N$IV $H1T,259,Die Antwoord,Xp€n$Iv $H1t - Single,Hip-Hop/Rap,0,5
What Are You Waiting For,244,Disturbed,Immortalized (Deluxe Edition),Hard Rock,0,5
Hot Stuff,315,Donna Summer,Bad Girls,Disco,2,5
Legend of a Girl Child Linda,412,Donovan,The Essential Donovan,Rock,0,5
Wear Your Love Like Heaven (Single Version),144,Donovan,The Essential Donovan,Rock,0,5
Turquoise,208,Donovan,Fairytale (Deluxe Edition),Singer/Songwriter,0,5
Celia of the Seals,184,Donovan,HMS Donovan,Rock,0,5
Catch the Wind (Single Version with Strings),136,Donovan,What's Bin Did and What's Bin Hid (Bonus Track Version),Soundtrack,0,5
The Crystal Ship,153,The Doors,The Very Best of The Doors,Rock,0,5
End of the Night,171,The Doors,The Very Best of The Doors,Rock,0,5
The WASP (Texas Radio and the Big Beat),254,The Doors,The Very Best of The Doors,Rock,0,5
Ghost Song ( LP Version ),253,The Doors,The Very Best of The Doors,Rock,2,5
Try and Love Again,311,Eagles,Hotel California,Rock,0,5
Home (Remastered),306,Edward Sharpe & The Magnetic Zeros,Up From Below (Remastered),Alternative,0,5
Seven Screws,235,Einstürzende Neubauten,Alles in Allem,Alternative,2,5
Jedidiah,232,Eliza Gilkyson,Paradise Hotel,Country,0,5
Who Cares?,188,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
A Foggy Day,214,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
Stiff Upper Lip,173,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
Aren't You Kind of Glad We Did?,211,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
Love Walked In,234,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
Embraceable You,293,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,2,5
Fascinating Rhythm,206,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
Lorelei,203,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
Oh So Nice,220,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
Cocaine,222,Eric Clapton,Slowhand,Rock,2,5
Mean Old Frisco,282,Eric Clapton,Slowhand,Rock,0,5
San Francisco Bay Blues (Acoustic Live),209,Eric Clapton,Unplugged (Deluxe Edition) [Live],Rock,0,5
Old Love (Acoustic Live),472,Eric Clapton,Unplugged (Deluxe Edition) [Live],Rock,0,5
Diankha Demal,402,Étoile de Dakar,Lay Suma Lay: Vol. 3,African,0,5
Put It Back Together (feat. Damon Albarn),277,Fatboy Slim,Palookaville,Dance,0,5
I Went To the Store One Day,266,Father John Misty,"I Love You, Honeybear",Alternative,0,5
Everywhere,223,Fleetwood Mac,Greatest Hits,Rock,2,5
Big God,242,Florence + the Machine,High As Hope,Alternative,0,5
The End of Love,281,Florence + the Machine,High As Hope,Alternative,0,5
No Choir,149,Florence + the Machine,High As Hope,Alternative,0,5
Starrider,242,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,5
Women,206,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,5
Juke Box Hero,262,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,5
Lowdown and Dirty,264,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,5
Ivy,249,Frank Ocean,Blonde,Pop,0,5
Be Yourself,87,Frank Ocean,Blonde,Pop,0,5
Nights,307,Frank Ocean,Blonde,Pop,0,5
Futura Free,564,Frank Ocean,Blonde,Pop,0,5
Woman Across the River,168,Freddie King,The Best of Freddie King: The Shelter Records Years,Blues,0,5
Help Me Through the Day,270,Freddie King,The Best of Freddie King: The Shelter Records Years,Blues,0,5
L.I.F.E.,299,Freeland,Now & Them,Electronic,0,5
Nowism,296,Freeland,Now & Them,Electronic,0,5
Bára,274,Gabríel Ólafs,Absent Minded,New Age,0,5
Staircase Sonata,148,Gabríel Ólafs,Absent Minded,New Age,0,5
Still Got the Blues,371,Gary Moore,Still Got the Blues,Contemporary Blues,0,5
Facing That Void (feat. Maroons),187,General Elektriks,Cliquety Kliqk,Alternative,0,5
Tu m’intrigues,285,General Elektriks,Cliquety Kliqk,Alternative,0,5
Cause and Effect,87,Geoff Barrow & Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,5
Gun,240,Gil Scott-Heron,Reflections,R&B/Soul,0,5
I Do This for You (feat. Marlene),203,Giorgio Moroder,Déjà Vu,Dance,0,5
The Letter,374,GoGo Penguin,V2.0,Jazz,0,5
"Sigurd Jorsalfar, Op. 22: V. Homage March",522,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,5
Face the Light,178,Grimus,Egretta,Alternative,0,5
Dincolo de Nori,216,Holograf,Supersonic,Worldwide,0,5
Tramlines,167,The Insects,Devs (Original Series Soundtrack),Soundtrack,0,5
Reporting a Crime,90,The Insects,Devs (Original Series Soundtrack),Soundtrack,0,5
The Second Coming,205,The Insects,Devs (Original Series Soundtrack),Soundtrack,0,5
Cosmos,179,Izia,Citadelle,French Pop,0,5
More Peas,505,The J.B.'s,Doing It to Death,Pop,2,5
Gosh,291,Jamie xx,In Colour,Electronic,0,5
SeeSaw (feat. Romy),269,Jamie xx,In Colour,Electronic,0,5
Who Knows,576,Jimi Hendrix,Band of Gypsys,Rock,0,5
Born Under a Bad Sign,458,Jimi Hendrix,Blues,Blues,0,5
Red House,224,Jimi Hendrix,Blues,Blues,0,5
Once I Had a Woman,470,Jimi Hendrix,Blues,Blues,0,5
Crosstown Traffic,139,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,5
Little Wing,146,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,5
If 6 Was 9,335,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,5
Sweetness,220,Jimmy Eat World,Bleed American,Rock,0,5
The Authority Song,217,Jimmy Eat World,Bleed American,Rock,0,5
Hurt,217,Johnny Cash,American IV: The Man Comes Around,Country,0,5
Green Hill Zone,174,Jon Batiste,Hollywood Africans,Jazz,0,5
New Dawn Fades,241,Joy Division,Still,Alternative,0,5
Breaking the Law,154,Judas Priest,British Steel (Bonus Track Version),Metal,0,5
Grinder,238,Judas Priest,British Steel (Bonus Track Version),Metal,0,5
You Don't Have to Be Old to Be Wise,303,Judas Priest,British Steel (Bonus Track Version),Metal,0,5
I Never Got to Tell You What I Wanted To,274,Juliette And The Licks,You're Speaking My Language,Rock,0,5
Neon Experience,368,Júníus Meyvant,Neon Experience - Single,Alternative,0,5
2 After 909,324,Justus Köhncke,Was ist Musik,Pop,0,5
Runaway (feat. Pusha T),548,Kanye West & Pusha T,My Beautiful Dark Twisted Fantasy (Deluxe Edition),Hip-Hop/Rap,2,5
The Power of Suggestion,167,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,5
The Wayward Camel,224,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,5
Shall We Dance?,171,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,5
Audio Sonic,22,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,5
"O mio babbino caro (From ""Gianni Schicchi"")",159,"Katherine Jenkins, Philharmonia Orchestra & Anthony Inglis",The Platinum Collection,Classical,0,5
Canon in D Major,247,"Katherine Jenkins, Philharmonia Orchestra & Nicholas Dodd",The Platinum Collection,Classical,0,5
"Baracolle (From ""The Tales of Hoffmann"")",139,"Katherine Jenkins, The Czech Film Orchestra & William Hayward",The Platinum Collection,Vocal,0,5
"You'll Never Walk Alone (From ""Carousel"")",138,"Katherine Jenkins, The Czech Film Orchestra, William Hayward & The Metro Voices",The Platinum Collection,Vocal,0,5
What a Wonderful World (with Eva Cassidy),259,Katie Melua,Ultimate Collection,Pop,0,5
In My Secret Life,263,Katie Melua,Ultimate Collection,Pop,0,5
What I Miss About You,228,Katie Melua,Ultimate Collection,Pop,0,5
Texas Sun,253,Khruangbin & Leon Bridges,Texas Sun - EP,Indie Rock,0,5
Everything Will Be Alright,345,The Killers,Hot Fuss (Deluxe Edition),Alternative,0,5
Tonight,175,Koop,Coup de Grâce (Bonus Version),Jazz,0,5
Abuse and Confession,374,Laibach,Jesus Christ Superstars,Rock,0,5
Declaration of Freedom,333,Laibach,Jesus Christ Superstars,Rock,0,5
Made By Maid,172,Laura Marling,I Speak Because I Can,Pop,0,5
Going to California,212,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Rock,0,5
The Hills,258,Leonard Cohen,Thanks for the Dance,Rock,0,5
Treaty,242,Leonard Cohen,You Want It Darker,Rock,0,5
If I Didn't Have Your Love,216,Leonard Cohen,You Want It Darker,Rock,0,5
The Poor People of Paris,144,Les Baxter,Easy Listening Legend,Vocal,0,5
Jungle River Boat,159,Les Baxter,Easy Listening Legend,Vocal,0,5
Nightingale,110,Les Baxter,Easy Listening Legend,Vocal,0,5
Coronation,136,Les Baxter,Easy Listening Legend,Vocal,0,5
The Ritual,132,Les Baxter,Easy Listening Legend,Vocal,0,5
Stone God,195,Les Baxter,Easy Listening Legend,Vocal,0,5
Blue Mirage (Don't Go),150,Les Baxter,Easy Listening Legend,Vocal,0,5
Despair,149,Les Baxter & Bas Sheva,Easy Listening Legend,Vocal,0,5
Celestial Nocturne,186,Les Baxter & Dr. Samuel J. Hoffman-Theremin,Easy Listening Legend,Vocal,0,5
Xtabay,198,Les Baxter & Yma Sumac,Easy Listening Legend,Vocal,0,5
There Is No Time,226,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
Gassed and Stoned (Loss),259,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
NYC Man,296,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
Trade In,299,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
Adventurer,258,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
Set the Twilight Reeling,304,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
Vicious (Live Version),340,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
Why Do You Talk (Live Version),159,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
Future Farmers of America,182,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,5
Turning Time Around,264,Lou Reed,The Sire Years: Complete Albums Box,Pop,2,5
Baton Rouge,295,Lou Reed,The Sire Years: Complete Albums Box,Pop,2,5
The Fall of the House of Usher,524,Lou Reed,The Sire Years: Complete Albums Box,Rock,2,5
Perfect Day (feat. Antony),208,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,5
Vanishing Act,323,Lou Reed,The Sire Years: Complete Albums Box,Rock,2,5
Smalltown (Live Version),364,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,5
The Raven (Live Version),574,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,5
Set the Twilight Reeling (Live Version),548,Lou Reed,The Sire Years: Complete Albums Box,Rock,2,5
Trouble with Classicists,221,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,2,5
You Set the Scene,422,Love,Forever Changes: Expanded and Remastered,Rock,0,5
Muddy Waters,227,LP,Lost on You,Pop/Rock,0,5
Merula,367,Lund Quartet,Lund Quartet,Jazz,0,5
Was I?,166,Madeleine Peyroux,Dreamland,Rock,0,5
The Silence (Live at The Regency Ballroom San Francisco),466,Manchester Orchestra,The Silence (Live at The Regency Ballroom San Francisco) - Single,Alternative,0,5
Planorul,133,Marcela Saftiuc,Caseta Folk 3,Folk-Rock,0,5
Illuminair,280,Middlemist Red,Ripple Soul,Rock,0,5
Romanța Iepurelui Întâmplător,223,Mircea Baniciu,Caseta Folk 3,Folk-Rock,0,5
Secunda Cea Fără De Bătrânețe Și Fără De Moarte,246,Mircea Baniciu,Caseta Folk 3,Folk-Rock,0,5
Vara La Țară,370,Mircea Baniciu,Caseta Folk 3,Folk-Rock,0,5
Kamikazee,221,MISSIO,Loner,Alternative,0,5
Going Wrong,224,Moby,Innocents,Dance,0,5
Don't Love Me (with Inyang Bassey),261,Moby,Innocents,Dance,0,5
Old World,241,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,5
Someone I Care About,219,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,5
Modern World (Alternative version),197,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,5
Higgle-Dy - Piggle-Dy,149,The Monks,Black Monk Time,Rock,0,5
We Do Wie Du,131,The Monks,Black Monk Time,Rock,0,5
Love Came Tumblin' Down,150,The Monks,Black Monk Time,Rock,0,5
That's My Girl,146,The Monks,Black Monk Time,Rock,0,5
Summer in Paris,271,Morris Albert,Feelings,Pop,0,5
I Am the Blues,280,Muddy Waters,After the Rain,Blues,0,5
Ramblin' Mind,286,Muddy Waters,After the Rain,Blues,0,5
Are You Ready for the Country,205,Neil Young,Harvest,Rock,0,5
One of These Days,298,Neil Young,Harvest Moon,Alternative,0,5
This Is Your Life,277,Neja,The Best of Ten,Jazz,0,5
Prelude III,69,Nelson Riddle,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,5
The Village,277,New Order,"Power, Corruption & Lies",Rock,0,5
Thieves Like Us,237,New Order,Total,Alternative,0,5
Fine Time,191,New Order,Total,Alternative,0,5
Crystal,260,New Order,Total,Alternative,0,5
Bad Girl,187,New York Dolls,New York Dolls,Punk,0,5
Pills,173,New York Dolls,New York Dolls,Punk,0,5
Jet Boy,282,New York Dolls,New York Dolls,Punk,0,5
Rye Whiskey,210,Nick Cave & The Bad Seeds,B-Sides and Rarities,Rock,0,5
There's No Night Out in the Jail,223,Nick Cave & The Bad Seeds,B-Sides and Rarities,Rock,0,5
Come Into My Sleep,229,Nick Cave & The Bad Seeds,B-Sides and Rarities,Rock,0,5
"Waiting for You (Live at Alexandra Palace, 2020)",183,Nick Cave & The Bad Seeds,Idiot Prayer (Nick Cave Alone at Alexandra Palace),Alternative,0,5
The Weeping Song (2010 Remastered Version),265,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,5
"Papa Won't You Leave, Henry (2010 Remastered Version)",356,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,5
Nature Boy,294,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,5
"Dig, Lazarus, Dig!!!",252,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,5
In the Anthropocene (Elder Brother Says) [Remix],422,Nick Mulvey,In the Anthropocene - Single,Singer/Songwriter,0,5
Concrete and Glass,252,Nicolas Godin,Concrete and Glass,Electronic,0,5
Catch Yourself Falling (feat. Alexis Taylor),250,Nicolas Godin,Concrete and Glass,Electronic,0,5
Cité Radieuse,247,Nicolas Godin,Concrete and Glass,Electronic,0,5
Postalionul,103,Nicu Alifantis,Caseta Folk 3,Folk-Rock,0,5
nyepi,254,Ólafur Arnalds,re:member,Classical Crossover,0,5
Ancora Tu (feat. Alan Scaffardi),312,Papik,The Best of Ten,Jazz,0,5
"I'm Still in Love with You (feat. Dario Daneluz, Ely Bruna, Jeff Lorber & Jimmy Haslip)",255,Papik Smooth Experience,The Best of Ten,Jazz,0,5
Ulysses and the Sea,120,Papooz,Papooz - EP,Alternative,0,5
Sa Nu Ma Iubesti,166,Paraziții,Arma Secreta,Hip-Hop/Rap,0,5
Pretty Vacant,193,Philippe Cohen Solal,The Moonshine Sessions,Country,0,5
I'm Rollin',112,Philippe Cohen Solal,The Moonshine Sessions,Country,0,5
Song for Zula,370,Phosphorescent,Muchacho,Alternative,0,5
One of These Days,355,Pink Floyd,Meddle,Rock,0,5
"Another Brick In the Wall, Pt. 2",239,Pink Floyd,The Wall (Remastered),Rock,0,5
Harvest Moon,369,Poolside,Pacific Standard Time,Electronic,0,5
Just Fall In Love,207,Poolside,Pacific Standard Time,Electronic,0,5
Between Dreams,377,Poolside,Pacific Standard Time,Electronic,0,5
Take Me Home,306,Poolside,Pacific Standard Time,Electronic,0,5
How You Sell Soul to a Soulless People Who Sold Their Soul?,157,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,5
Befriend,256,Quadron,Avalanche,Alternative,0,5
Let Me Live,286,Queen,The Platinum Collection,Rock,0,5
Della Brown,425,Queensrÿche,Empire (Remastered) [Expanded Edition],Hard Rock,0,5
Dirty Lil Secret,247,Queensrÿche,Empire (Remastered) [Expanded Edition],Hard Rock,0,5
Wicked Games,332,Ramin Djawadi,Westworld: Season 3 (Music from The HBO Series),Soundtrack,0,5
WIENER BLUT,232,Rammstein,LIEBE IST FÜR ALLE DA (SPECIAL EDITION),Metal,0,5
Don't Forget Me,277,Red Hot Chili Peppers,By the Way (Deluxe Edition),Alternative,0,5
Gonna Fly Now (Instrumental),233,Rocky Orchestra,The Rocky Story (The Original Soundtrack Songs from the Rocky Movies),Soundtrack,0,5
Sugar Man,229,Rodriguez,Cold Fact,Rock,0,5
Crucify Your Mind,152,Rodriguez,Cold Fact,Rock,0,5
Hate Street Dialogue,154,Rodriguez,Cold Fact,Rock,0,5
Inner City Blues,207,Rodriguez,Cold Fact,Rock,0,5
Jane S. Piddy,180,Rodriguez,Cold Fact,Rock,0,5
It's Only Rock'n'Roll (But I Like It),307,The Rolling Stones,It's Only Rock 'N' Roll,Rock,0,5
Lies,191,The Rolling Stones,Some Girls,Rock,0,5
Still Loving You,403,Scorpions,Born to Touch Your Feelings - Best of Rock Ballads,Hard Rock,0,5
Never Enough,260,Second Wave,Never Enough - Single,Alternative,0,5
Erik's Song,267,Slowdive,Just for a Day,Alternative,0,5
Waves,354,Slowdive,Just for a Day,Alternative,0,5
Fuck They,184,Sofi Tukker,Treehouse,Dance,0,5
Isle of the Blessed,116,Soft Machine,Land of Cockayne,Pop,0,5
Behind the Crystal Curtain,53,Soft Machine,Land of Cockayne,Pop,0,5
Palace of Glass,202,Soft Machine,Land of Cockayne,Pop,0,5
Hot-Biscuit Slim,445,Soft Machine,Land of Cockayne,Pop,0,5
Sly Monkey,299,Soft Machine,Land of Cockayne,Pop,0,5
Answer to the Name,234,Sol Seppy,The Bells Of 1 2,Alternative,0,5
Cherokee St.,179,Son Volt,Notes of Blue,Folk-Rock,0,5
Fairplay,238,Soul II Soul,Keep On Movin',Soul,0,5
Jazzie's Groove,158,Soul II Soul,Keep On Movin',Soul,0,5
30 Gallon Tank,241,Spoon,A Series of Sneaks,Alternative,0,5
Apple Juice,144,Stan Forebee,Apple Juice - Single,Hip-Hop/Rap,0,5
How Deep Is Your Love (feat. Brother Stone & the Get Down),264,Stan Taylor,How Deep Is Your Love (feat. Brother Stone & the Get Down) - Single,R&B/Soul,0,5
Glamour Profession,448,Steely Dan,Gaucho,Rock,0,5
Ce Aveți Fetelor Cu Mine,165,Ștefan Bănică,Vă rog să-mi acordaţi,Pop,0,5
Honeysuckle Rose,238,Stephane Wrembel,The Django Experiment V,Jazz,0,5
Daphne,259,Stephane Wrembel,The Django Experiment V,Jazz,0,5
Taxman,214,Stevie Ray Vaughan,The Best of Stevie Ray Vaughan,Rock,0,5
Texas Flood,322,Stevie Ray Vaughan & Double Trouble,The Best of Stevie Ray Vaughan,Rock,0,5
Empty Arms,210,Stevie Ray Vaughan & Double Trouble,The Best of Stevie Ray Vaughan,Rock,0,5
Boot Hill,136,Stevie Ray Vaughan & Double Trouble,The Best of Stevie Ray Vaughan,Rock,0,5
All I Know,206,Still Corners,Strange Pleasures (Bonus Track Version),Alternative,0,5
Berlin Lovers,155,Still Corners,Strange Pleasures (Bonus Track Version),Alternative,0,5
No Fun (Cale Mix),283,The Stooges,The Stooges,Rock,0,5
Little Doll (Cale Mix),169,The Stooges,The Stooges,Rock,0,5
No Fun (Full Version),409,The Stooges,The Stooges,Rock,0,5
"Diamonds, Fur coat, Champagne",202,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,5
