Name,Duration,Artist,Album,Gender/Type,Liked,Times played
Toxic Girl (String Arrangement),186,Kings of Convenience,Versus,Rock,0,9
Leaning Against the Wall (Remix),210,Kings of Convenience,Versus,Rock,0,9
Money,224,"Lady, The Band",Good Lovin Remix EP,Blues,0,9
God Is God,223,Laibach,Jesus Christ Superstars,Rock,0,9
Tricky Kind of Thing (2008 Remaster),365,Laid Back,See You in the Lobby [Remastered],Pop,0,9
Alpha Shallows,222,Laura Marling,I Speak Because I Can,Pop,0,9
Hope In the Air,272,Laura Marling,I Speak Because I Can,Pop,0,9
What He Wrote,247,Laura Marling,I Speak Because I Can,Pop,0,9
Lost Ones,334,Lauryn Hill,The Miseducation of Lauryn Hill,R&B/Soul,0,9
Moving On,192,Leonard Cohen,Thanks for the Dance,Rock,0,9
Blue Tango,179,Les Baxter,Easy Listening Legend,Vocal,0,9
April In Portugal,166,Les Baxter,Easy Listening Legend,Vocal,0,9
The High & Mighty,165,Les Baxter,Easy Listening Legend,Vocal,0,9
Sober,197,Lorde,Melodrama,Alternative,0,9
The Louvre,271,Lorde,Melodrama,Alternative,2,9
Perfect Places,222,Lorde,Melodrama,Alternative,0,9
Hold On,205,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,9
Strawman,354,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,9
Coney Island Baby (Live Version),371,Lou Reed,The Sire Years: Complete Albums Box,Pop,2,9
New Sensations (Live Version),367,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,9
The Courtly Orangutans,101,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,9
A Dream,393,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,0,9
I'm Gonna Sit Right Down and Write Myself a Letter,224,Madeleine Peyroux,Dreamland,Rock,0,9
Muddy Water,213,Madeleine Peyroux,Dreamland,Rock,0,9
When You're Small,211,MGMT,Little Dark Age,Alternative,0,9
Le temps qui meurt,295,Michelle Gurevich,New Decadence,Singer/Songwriter,0,9
Animal,210,MISSIO,Loner,Alternative,0,9
Twisted,223,MISSIO,Loner,Alternative,0,9
Dwi,225,MISSIO,Loner,Alternative,0,9
Dance With Me,267,The Modern Lovers,The Modern Lovers (Reissue),Rock,2,9
Punk Rock:,129,Mogwai,Come on Die Young (Deluxe Edition),Alternative,0,9
Good,154,Morphine,Good,Rock,0,9
The Only One,164,Morphine,Good,Rock,0,9
Run Away,154,Morris Albert,Feelings,Pop,0,9
Quello che ho,261,Nada,Tutto l'amore che mi manca,Rock,0,9
Too Young (feat. Les Baxter & His Orchestra),196,"Nat ""King"" Cole",Easy Listening Legend,Vocal,0,9
Graceless,275,The National,Trouble Will Find Me,Alternative,0,9
Sampaguita,173,NAVVI,Ultra,Electronic,0,9
World In Motion,272,New Order,Total,Alternative,0,9
Regret,251,New Order,Total,Alternative,0,9
Opium Tea,230,Nick Cave & The Bad Seeds,B-Sides and Rarities,Rock,2,9
In the Ghetto (2009 Remastered Version),247,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,9
God Is In the House (2011 Remastered Version),344,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,9
Back to Your Heart (feat. Kate NV),287,Nicolas Godin,Concrete and Glass,Electronic,2,9
The Foundation (feat. Cola Boyy),330,Nicolas Godin,Concrete and Glass,Electronic,0,9
Umbra,213,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,9
Lithium,257,Nirvana,Nevermind,Rock,0,9
On a Plain,196,Nirvana,Nevermind,Rock,0,9
brot,174,Ólafur Arnalds,re:member,Classical Crossover,0,9
Cuvintele Omoara Tot (feat. Daniel Lazar),260,Paraziții,Arma Secreta,Hip-Hop/Rap,0,9
Asta E Rap,215,Paraziții,Arma Secreta,Hip-Hop/Rap,0,9
Fearless,368,Pink Floyd,Meddle,Rock,0,9
"Shine On You Crazy Diamond, Pts. 6-9",747,Pink Floyd,Wish You Were Here,Rock,0,9
Irreversible,247,Psychedelic Sun's,Hide from the Sun,Alternative,0,9
Forgive Me,339,Psychedelic Sun's,Hide from the Sun,Alternative,0,9
Harder Than You Think,250,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,9
Flavor Man,224,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,9
We Will Rock You,122,Queen,The Platinum Collection,Rock,0,9
Breakthru,249,Queen,The Platinum Collection,Rock,0,9
I'm Going Slightly Mad,249,Queen,The Platinum Collection,Rock,0,9
The Invisible Man,239,Queen,The Platinum Collection,Rock,0,9
Hammer To Fall,220,Queen,The Platinum Collection,Rock,0,9
Under Pressure (feat. David Bowie) [Rah Mix],249,Queen,The Platinum Collection,Rock,0,9
These Are the Days of Our Lives,262,Queen,The Platinum Collection,Rock,0,9
No Surprises,229,Radiohead,OK Computer,Alternative,0,9
The Tourist,327,Radiohead,OK Computer,Alternative,0,9
Sinful,243,Rhye,Blood,Electronic,0,9
Forget It,110,Rodriguez,Cold Fact,Rock,0,9
A Most Disgusting Song,289,Rodriguez,Coming from Reality,Rock,0,9
I Think of You,206,Rodriguez,Coming from Reality,Rock,2,9
Some Girls,277,The Rolling Stones,Some Girls,Rock,2,9
What Difference Does It Make? (Peel Session - BBC),194,The Smiths,The Sound of The Smiths,Alternative,2,9
"William, It Was Really Nothing",132,The Smiths,The Sound of The Smiths,Alternative,0,9
Ask,197,The Smiths,The Sound of The Smiths,Alternative,0,9
Fallen Empires,320,Snow Patrol,Fallen Empires,Alternative,0,9
I Got You Babe,190,Sonny & Cher,The Beat Goes On,Pop,0,9
I Got You Babe (LP/Single Version),190,Sonny & Cher,The Best of Sonny & Cher,Pop,0,9
Holdin' On (Bambelala),231,Soul II Soul,Keep On Movin',Soul,0,9
Dance,221,Soul II Soul,Keep On Movin',Soul,0,9
Metal School,173,Spoon,A Series of Sneaks,Alternative,0,9
Staring At the Board,55,Spoon,A Series of Sneaks,Alternative,0,9
Beginning to Blue,190,Still Corners,Strange Pleasures (Bonus Track Version),Alternative,0,9
Organic,348,Studnitzky,KY-Organic,Jazz,0,9
Aviso,374,Studnitzky,KY-Organic,Jazz,0,9
Fast Money Music,188,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,9
Super Subway Comedian,300,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,9
A-Man,173,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,9
Girl,213,SYML,Girl - Single,Alternative,0,9
Girl (Piano Solo),222,SYML,Girl - Single,Alternative,0,9
Eden,395,Talk Talk,Spirit of Eden,Pop,0,9
Psycho Killer,260,Talking Heads,The Best of Talking Heads,Alternative,0,9
Wake Up This Day (feat. Jordan Rakei),229,Tom Misch,Beat Tape 2,Alternative,0,9
Come Back,257,Tom Misch,Beat Tape 2,Alternative,0,9
Highway Hustle,215,Tommy Guerrero,Road to Knowhere (Bonus Version),Funk,0,9
Aur,140,Toulouse Lautrec,Dejun Pe Iarba,Alternative,0,9
Unpack Your Memories,225,Trevor Hall,Unpack Your Memories... - EP,Singer/Songwriter,0,9
Jayrambati,297,Trevor Hall,Unpack Your Memories... - EP,Singer/Songwriter,0,9
Trapped,463,Underworld & Iggy Pop,Teatime Dub Encounters - EP,Electronic,0,9
Lasat Pustiu (feat. Razvan Suma) [Acoustic],234,Vița de Vie,Acustic,Alternative,0,9
Alunga Tacerea (Acoustic),265,Vița de Vie,Acustic,Alternative,2,9
Chestnut,324,The Wave Pictures,City Forgiveness,Alternative,0,9
Morning in LA,200,White Lies,Friends (Deluxe Version),Alternative,0,9
Pound a Rhythm,335,Younger Brother,Vaccine (Deluxe Edition),Alternative,0,9
Sys 700,419,Younger Brother,Vaccine (Deluxe Edition),Alternative,0,9
Work 'n' Play,128,The Zombies,Begin Here,Rock,0,9
She's Not There,145,The Zombies,Begin Here,Rock,0,9
Pământ De Flori,180,Adrian Ivanitki,Caseta Folk 3,Folk-Rock,0,8
I Almost Lost My Mind (Mono Mix),203,Albert King,Born Under A Bad Sign (Mono),Blues,0,8
Laundromat Blues (Mono Mix),188,Albert King,Born Under A Bad Sign (Mono),Blues,0,8
As The Years Go Passing By (Mono Mix),225,Albert King,Born Under A Bad Sign (Mono),Blues,0,8
Don't You Forget It,185,Allah-Las,Allah-Las,Alternative,0,8
Vis-a-Vis,209,Allah-Las,Allah-Las,Alternative,0,8
Long Journey,192,Allah-Las,Allah-Las,Alternative,0,8
Amy,165,Allan Rayman,Harry Hard-On,Alternative,0,8
Will You Still Love Me Tomorrow? (2011),263,Amy Winehouse,Lioness: Hidden Treasures,Pop,0,8
Wake Up Alone (Original Recording),266,Amy Winehouse,Lioness: Hidden Treasures,Pop,0,8
I Know,254,"Astronauts, etc.",Mind Out Wandering,Alternative,0,8
Eye to Eye,215,"Astronauts, etc.",Mind Out Wandering,Alternative,0,8
Guilty (feat. Barry Gibb),264,Barbra Streisand,Duets,Pop,0,8
Fragrance (feat. Correy C),217,Bas,Milky Way,Hip-Hop/Rap,0,8
Infinity+2 (feat. Correy C),114,Bas,Milky Way,Hip-Hop/Rap,0,8
Tribe,238,Bas & J. Cole,Milky Way,Hip-Hop/Rap,0,8
Palm Trees,261,Baxter Dury,It's a Pleasure,Alternative,0,8
The Fool On the Hill,180,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,8
Get Back,193,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,8
Here Comes the Sun,187,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,8
Come Together,260,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,8
In My Head,355,Bedroom,In My Head - Single,Alternative,2,8
Plainsong,74,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,8
The Visualisation Chamber,150,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,8
All Possible Worlds,63,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,8
All Buddies Now,212,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,8
"The Universe Is Deterministic (Plainsong, Pt. 3)",418,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,8
Lovely Day,257,Bill Withers,Menagerie,Pop,0,8
Wintertime,198,Bill Withers,Menagerie,Pop,0,8
Could You Be Mine?,210,Billy Raffoul,1975 - EP,Alternative,2,8
1975,190,Billy Raffoul,1975 - EP,Alternative,0,8
Farewell and Goodnight (Bonus Track),123,Birdy,Birdy (Deluxe Version),Alternative,0,8
Banquet,201,Bloc Party,Silent Alarm,Alternative,0,8
Groom's Still Waiting At the Altar,244,Bob Dylan,Biograph,Rock,0,8
I Don't Believe You (She Acts Like We Never Have Met) [Live],319,Bob Dylan,Biograph,Rock,0,8
Jet Pilot,50,Bob Dylan,Biograph,Rock,0,8
Just Like a Woman,295,Bob Dylan,Biograph,Rock,0,8
I Believe In You,311,Bob Dylan,Biograph,Rock,0,8
The Lonesome Death of Hattie Carroll (Live),326,Bob Dylan,"The Bootleg Series, Vol. 5: Live 1975 - The Rolling Thunder Revue",Rock,0,8
Knockin' On Heaven's Door,150,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,8
Ring Them Bells,181,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,8
Highway 61 Revisited,210,Bob Dylan,Highway 61 Revisited,Rock,0,8
Desolation Row,680,Bob Dylan,Highway 61 Revisited,Rock,0,8
Most Likely You Go Your Way (And I'll Go Mine) [Live],256,Bob Dylan & The Band,Before the Flood (Live) [Remastered],Rock,0,8
Peace of Mind,304,Boston,Boston,Rock,0,8
Bembalisso,275,Boubacar Traoré,Mbalimaou,African,0,8
Kolo Tigi,282,Boubacar Traoré,Mbalimaou,African,0,8
Lie Back,266,Bruce Haack,Haackula,Electronic,0,8
Play Me Your Album,185,Bruce Haack,Haackula,Electronic,0,8
Tit for Tat,243,Bruce Haack,Haackula,Electronic,0,8
Mansion On the Hill,249,Bruce Springsteen,Nebraska,Rock,0,8
Highway Patrolman,341,Bruce Springsteen,Nebraska,Rock,0,8
My Father's House,308,Bruce Springsteen,Nebraska,Rock,0,8
Come Down to Us,787,Burial,Rival Dealer - EP,Electronic,0,8
Come a Little Closer,229,Cage the Elephant,Melophobia,Alternative,0,8
Take It Or Leave It,207,Cage the Elephant,Melophobia,Alternative,0,8
Halo,178,Cage the Elephant,Melophobia,Alternative,0,8
Griptape,178,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,8
Entrenando a los Tigres,73,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,8
Boletos,90,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,8
Gift X-Change,191,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,8
I Refuse,196,The Cars,Heartbeat City,Rock,0,8
Homesick,149,Catfish and the Bottlemen,The Balcony,Alternative,0,8
Eve of Destruction,280,The Chemical Brothers,No Geography,Electronic,0,8
Washington Bullets,232,The Clash,Sandinista!,Punk,0,8
Don't Stop Dancing,273,Creed,Weathered,Rock,0,8
In Between Days,177,The Cure,The Cure: Greatest Hits,Alternative,0,8
We've Gotta Have Peace,257,Curtis Mayfield,Live In Concert 1990,Blues,0,8
How You Want It Done?,180,Dave Alvin & Phil Alvin,Common Ground: Dave Alvin & Phil Alvin Play and Sing the Songs of Big Bill Broonzy,Rock,0,8
Stuff They Call Money,284,Dave Alvin & Phil Alvin,Common Ground: Dave Alvin & Phil Alvin Play and Sing the Songs of Big Bill Broonzy,Rock,0,8
Politicians In My Eyes,351,Death,...For the Whole World to See,Alternative,0,8
I'd Rather Die,192,Deli Girls,I Don't Know How to Be Happy,Electronic,0,8
Sunshine Superman,194,Donovan,The Essential Donovan,Rock,0,8
Season of the Witch,297,Donovan,The Essential Donovan,Rock,0,8
The Land of Doesn't Have to Be,162,Donovan,The Essential Donovan,Rock,0,8
The Crystal Ship,153,The Doors,The Doors,Rock,0,8
I Looked At You,141,The Doors,The Doors,Rock,0,8
End of the Night,171,The Doors,The Doors,Rock,0,8
The End,695,The Doors,The Very Best of The Doors,Rock,2,8
L.A. Woman,470,The Doors,The Very Best of The Doors,Rock,0,8
Let Your Feelings Show,314,"Earth, Wind & Fire",I Am,R&B/Soul,0,8
Wait,219,"Earth, Wind & Fire",I Am,R&B/Soul,0,8
Sam and Delilah,197,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
Things Are Looking Up,186,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
S Wonderful,211,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
The Man I Love,233,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
They All Laughed,185,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
Strike Up the Band,158,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
The Half of It Dearie Blues,229,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
He Loves and She Loves,170,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
Love Is Sweeping the Country,206,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
Love Is Here To Stay,236,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
Shall We Dance?,190,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,8
Your Song,245,Elton John,Elton John,Pop,2,8
Layla (Acoustic Live),289,Eric Clapton,Unplugged (Deluxe Edition) [Live],Rock,2,8
Home Is Where The Hatred Is,202,Esther Phillips,Esther Phillips,R&B/Soul,2,8
No Questions Asked,281,Fleetwood Mac,Greatest Hits,Rock,0,8
Sky Full of Song,226,Florence + the Machine,High As Hope,Alternative,0,8
Bad Habit,280,Foals,Holy Fire,Alternative,0,8
Cold As Ice,200,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,8
"Blue Morning, Blue Day",192,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,8
Down On Love,249,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,8
Heart Turns to Stone,251,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,8
Pink + White,185,Frank Ocean,Blonde,Pop,0,8
Skyline To,185,Frank Ocean,Blonde,Pop,0,8
Self Control,250,Frank Ocean,Blonde,Pop,0,8
I've Got a Crush On You (2009 Remastered),136,Frank Sinatra,Ultimate Sinatra: The Centennial Collection,Easy Listening,0,8
Cyclist Waltz,197,Gabríel Ólafs,Absent Minded,New Age,0,8
Think of Home,224,Gabríel Ólafs,Absent Minded,New Age,0,8
Brain Collage (feat. Feetal),384,General Elektriks,Cliquety Kliqk,Alternative,0,8
Stealing the Code,165,Geoff Barrow & Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,8
Suffocation,97,Geoff Barrow & Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,8
Inner City Blues (Make Me Wanna Holler),349,Gil Scott-Heron,Reflections,R&B/Soul,0,8
Speaking of Happiness,151,Gloria Lynne,Speaking of Happiness - EP,Jazz,0,8
"Peer Gynt, Op. 23: No. 25. Whitsun hymn: ""O blessed morning""",70,"Gothenburg Symphony Orchestra, Neeme Järvi, Gösta Ohlin's Voc. Ensemble & Pro Musica Chamber Choir & Gösta Ohlin","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,8
Loves Missing,259,Iggy Pop,Free,Rock,0,8
The Dawn,129,Iggy Pop,Free,Rock,2,8
Someone Crazy,107,The Insects,Devs (Original Series Soundtrack),Soundtrack,0,8
You're Fired,126,The Insects & Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,8
Say Hello to the Angels,268,Interpol,Turn On the Bright Lights,Alternative,0,8
Hands Away,186,Interpol,Turn On the Bright Lights,Alternative,0,8
Trop vite,213,Izia,Citadelle,French Pop,0,8
Calvi,231,Izia,Citadelle,French Pop,0,8
Idole,200,Izia,Citadelle,French Pop,0,8
Hold Tight,243,Jamie xx,In Colour,Electronic,0,8
Hear My Train A-Comin' (Acoustic Version),186,Jimi Hendrix,Blues,Blues,0,8
Bleeding Heart,207,Jimi Hendrix,Blues,Blues,0,8
The Wind Cries Mary,200,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,8
First Time Ever I Saw Your Face,232,Johnny Cash,American IV: The Man Comes Around,Country,2,8
Sam Hall,159,Johnny Cash,American IV: The Man Comes Around,Country,0,8
Kenner Boogie,203,Jon Batiste,Hollywood Africans,Jazz,0,8
Saint James Infirmary Blues,259,Jon Batiste,Hollywood Africans,Jazz,2,8
The Very Thought of You,277,Jon Batiste,Hollywood Africans,Jazz,0,8
Don’t Stop,230,Jon Batiste,Hollywood Africans,Jazz,2,8
Help Me,202,Joni Mitchell,Court and Spark,Pop,0,8
Digital,219,Joy Division,Still,Alternative,2,8
"Red, White & Blue",223,Judas Priest,British Steel (Bonus Track Version),Metal,0,8
Grinder (Live),289,Judas Priest,British Steel (Bonus Track Version),Metal,0,8
"The Lord Is My Shepherd (From ""Requiem"")",264,"Katherine Jenkins, James Morgan, The Arcadian Ensemble & The Arcadian Singers",The Platinum Collection,Classical,0,8
"Panis Angelicus, Op. 12/5",162,"Katherine Jenkins, Nicholas Dodd & Rodolfus Choir",The Platinum Collection,Classical Crossover,0,8
Time to Say Goodbye,227,"Katherine Jenkins, The Czech Film Orchestra & James Banbury",The Platinum Collection,Vocal,0,8
Smile Like You Mean It,235,The Killers,Hot Fuss (Deluxe Edition),Alternative,0,8
All These Things That I've Done,302,The Killers,Hot Fuss (Deluxe Edition),Alternative,0,8
Believe Me Natalie,305,The Killers,Hot Fuss (Deluxe Edition),Alternative,0,8
Little Kids (Remix),287,Kings of Convenience,Versus,Rock,0,8
Strange Love,205,Koop,Strange Love - Single,Jazz,0,8
Blackberry Stone,209,Laura Marling,I Speak Because I Can,Pop,0,8
Nature of Dust,89,Laura Marling,I Speak Because I Can,Pop,0,8
other voices,403,LCD Soundsystem,american dream,Electronic,0,8
emotional haircut,329,LCD Soundsystem,american dream,Electronic,0,8
black screen,728,LCD Soundsystem,american dream,Electronic,0,8
Unchained Melody,155,Les Baxter,Easy Listening Legend,Vocal,0,8
Sway,136,Les Baxter,Easy Listening Legend,Vocal,0,8
Whatever Lola Wants,141,Les Baxter,Easy Listening Legend,Vocal,0,8
Jungle Flower,102,Les Baxter,Easy Listening Legend,Vocal,0,8
Liability,172,Lorde,Melodrama,Alternative,0,8
Good Evening Mr. Waldheim,277,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,8
Harry's Circumcision (Reverie Gone Astray),329,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,8
Perfect Day (Live Version),234,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,8
The Raven,390,Lou Reed,The Sire Years: Complete Albums Box,Rock,2,8
Annabel Lee / The Bells,102,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,8
Every Frog Has His Day,66,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,8
Guardian Angel,412,Lou Reed,The Sire Years: Complete Albums Box,Rock,2,8
How Do You Think It Feels (Live Version),490,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,8
Ecstasy (Live Version),429,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,8
All Tomorrow's Parties (Live Version),379,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,8
Starlight,208,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,0,8
To Feel In Love,306,Lucio Battisti,Images,Singer/Songwriter,0,8
Ancora tu,284,Lucio Battisti,"La batteria, il contrabbasso, eccetera",Singer/Songwriter,0,8
I Know Places,387,Lykke Li,Wounded Rhymes,Alternative,2,8
Hey Sweet Man,240,Madeleine Peyroux,Dreamland,Rock,0,8
Lovesick Blues,137,Madeleine Peyroux,Dreamland,Rock,0,8
Dance While You Can,217,Michelle Gurevich,New Decadence,Singer/Songwriter,0,8
Hanul Lui Manuc,166,Mircea Vintilă,Caseta Folk 3,Folk-Rock,0,8
Pământul Deocamdată,213,Mircea Vintilă,Caseta Folk 3,Folk-Rock,0,8
I Don't Even Care About You,215,MISSIO,Loner,Alternative,0,8
She Cracked,176,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,8
Love Can Tame the Wild (Bonus Track),158,The Monks,Black Monk Time,Rock,0,8
Imperfect,213,The Mono Jacks,Ușor Distorsionat,Alternative,0,8
Stai,257,The Mono Jacks,Ușor Distorsionat,Alternative,0,8
Uneori,309,The Mono Jacks,Ușor Distorsionat,Alternative,0,8
Claire,189,Morphine,Good,Rock,0,8
Have a Lucky Day,210,Morphine,Good,Rock,0,8
Woman,170,Morris Albert,Feelings,Pop,0,8
Memories,238,Morris Albert,Feelings,Pop,0,8
Father,214,Morris Albert,Feelings,Pop,0,8
Don't Swallow the Cap,286,The National,Trouble Will Find Me,Alternative,0,8
Sea of Love,221,The National,Trouble Will Find Me,Alternative,0,8
I Need My Girl,245,The National,Trouble Will Find Me,Alternative,0,8
Ultra,261,NAVVI,Ultra,Electronic,0,8
101,210,NAVVI,Ultra,Electronic,0,8
Unparalleled,73,NAVVI,Ultra,Electronic,0,8
Harvest,192,Neil Young,Harvest,Rock,0,8
Alabama,243,Neil Young,Harvest,Rock,0,8
The Needle and the Damage Done,123,Neil Young,Harvest,Rock,0,8
Cortez the Killer,451,Neil Young & Crazy Horse,Zuma,Rock,0,8
5-8-2006,450,New Order,"Power, Corruption & Lies",Rock,0,8
Ultraviolence,291,New Order,"Power, Corruption & Lies",Rock,0,8
Krafty,228,New Order,Total,Alternative,0,8
The Carny (2009 Remastered Version),481,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,8
The Mercy Seat (2010 Remastered Version),438,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,2,8
Time on My Hands (feat. Kirin J Callinan),268,Nicolas Godin,Concrete and Glass,Electronic,0,8
Trecea Un Om,258,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,8
Emotie de toamna,212,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,8
Balada Blondelor Iubiri,223,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,8
Drain You,224,Nirvana,Nevermind,Rock,0,8
partial,196,Ólafur Arnalds,re:member,Classical Crossover,0,8
momentary,125,Ólafur Arnalds,re:member,Classical Crossover,0,8
Special Love (feat. Ely Bruna),220,Papik,The Best of Ten,Jazz,0,8
Unknown Brother,233,Papooz,Papooz - EP,Alternative,2,8
Intro,55,Paraziții,Arma Secreta,Hip-Hop/Rap,0,8
Antimilitie,209,Paraziții,Arma Secreta,Hip-Hop/Rap,0,8
Parc-As F**E Ceva,196,Paraziții,Arma Secreta,Hip-Hop/Rap,0,8
Luna's Song,187,Philippe Cohen Solal,The Moonshine Sessions,Country,0,8
Fade Away,418,Philippe Cohen Solal,The Moonshine Sessions,Country,0,8
The Private Song,237,Philippe Cohen Solal,The Moonshine Sessions,Country,0,8
Seven Guns & Seven Holes,287,Philippe Cohen Solal,The Moonshine Sessions,Country,0,8
San Tropez,223,Pink Floyd,Meddle,Rock,0,8
Echoes,1412,Pink Floyd,Meddle,Rock,0,8
"Shine On You Crazy Diamond, Pts. 1-5",811,Pink Floyd,Wish You Were Here,Rock,0,8
Welcome to the Machine,452,Pink Floyd,Wish You Were Here,Rock,2,8
Broken Face,91,Pixies,Surfer Rosa (Remastered),Alternative,0,8
Oh My Golly!,153,Pixies,Surfer Rosa (Remastered),Alternative,0,8
Next To You,263,Poolside,Pacific Standard Time,Electronic,0,8
Let's Get Lost,183,Pretenders,Alone,Rock,0,8
How Hard It Is to Let Go,175,Psychedelic Sun's,Hide from the Sun,Alternative,0,8
She Doesn't Mind,254,Psychedelic Sun's,Hide from the Sun,Alternative,0,8
Between Hard In a Rock Place,60,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,8
"Sex, Drugs and Violence (feat. KRS-ONE)",216,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,8
Amerikan Gangster (feat. E.infinite),244,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,8
Escapism,294,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,8
Radiation of Radiotvmovie Nation,70,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,8
Avalanche,225,Quadron,Avalanche,Alternative,0,8
Bohemian Rhapsody,355,Queen,The Platinum Collection,Rock,0,8
Killer Queen,181,Queen,The Platinum Collection,Rock,0,8
Heaven For Everyone,278,Queen,The Platinum Collection,Rock,0,8
Exit Music (For a Film),267,Radiohead,OK Computer,Alternative,0,8
Karma Police,264,Radiohead,OK Computer,Alternative,0,8
Climbing up the Walls,285,Radiohead,OK Computer,Alternative,0,8
Lucky,259,Radiohead,OK Computer,Alternative,0,8
Scar Tissue,217,Red Hot Chili Peppers,Californication,Alternative,0,8
No Easy Way Out,260,Robert Tepper,The Rocky Story (The Original Soundtrack Songs from the Rocky Movies),Soundtrack,0,8
